name,price_cr,bhk,area,possession,legal_status,connectivity
Puravankara Enclave 680,2.3,2,Marathahalli,Dec 2026,Clear,ORR Access
Godrej Woods 681,4.1,3,Indiranagar,Dec 2026,Clear,Metro 1km
Godrej Greens 682,4.9,3,Indiranagar,Mar 2027,Clear,Highway Access
Brigade City 683,4.1,2,Bellandur,Sep 2026,Clear,Metro 3km
Adarsh Park 684,6.6,5,Bellandur,Jun 2027,Clear,Metro 1km
Brigade Heights 685,2.0,2,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Godrej Heights 686,4.0,5,HSR Layout,Jun 2027,Clear,Metro 1km
Sobha Park 687,2.0,2,HSR Layout,Mar 2027,Clear,ORR Access
Adarsh Heights 688,2.1,3,Indiranagar,Dec 2026,Clear,Bus Stop 500m
Salarpuria Courtyard 689,2.7,2,Sarjapur Road,Jun 2027,Clear,Bus Stop 500m
Godrej Enclave 690,4.0,4,Whitefield,Ready,Clear,Bus Stop 500m
Puravankara Lake 691,2.2,3,Yelahanka,Sep 2026,Clear,Bus Stop 500m
Puravankara City 692,4.2,4,Sarjapur Road,Ready,Pending,ORR Access
Adarsh Greens 693,1.7,2,Sarjapur Road,Ready,Pending,ORR Access
Concorde Villas 694,2.9,2,Electronic City,Ready,Clear,Metro 1km
Salarpuria Villas 695,3.4,3,Yelahanka,Dec 2026,Clear,Highway Access
Brigade Enclave 696,3.3,2,Yelahanka,Mar 2027,Clear,Metro 1km
Concorde Heights 697,4.9,2,Bellandur,Mar 2027,Clear,Bus Stop 500m
Shobha Woods 698,5.0,5,HSR Layout,Dec 2026,Clear,Metro 3km
Adarsh City 699,2.3,5,Sarjapur Road,Ready,Clear,Metro 1km
Brigade Heights 700,4.5,5,Kadubeesanahalli,Sep 2026,Clear,Bus Stop 500m
Shobha Heights 701,4.2,4,Kadubeesanahalli,Ready,Clear,ORR Access
Sobha Woods 702,3.1,3,Kadubeesanahalli,Ready,Clear,Metro 3km
Shobha Lake 703,3.0,3,Koramangala,Jun 2027,Clear,Metro 1km
Brigade Woods 704,4.1,5,Indiranagar,Mar 2027,Clear,Metro 1km
Prestige Heights 705,4.9,2,Kadubeesanahalli,Jun 2027,Clear,ORR Access
Puravankara Lake 706,1.7,2,Marathahalli,Jun 2027,Clear,Bus Stop 500m
Puravankara Woods 707,2.8,2,Sarjapur Road,Dec 2026,Pending,Metro 2km
Adarsh Towers 708,5.7,4,Indiranagar,Sep 2026,Clear,Metro 3km
Brigade Greens 709,3.3,3,Yelahanka,Mar 2027,Clear,Bus Stop 500m
Concorde Courtyard 710,2.6,2,Whitefield,Ready,Clear,Highway Access
Adarsh Towers 711,1.8,2,Sarjapur Road,Dec 2026,Clear,Bus Stop 500m
DNR City 712,2.8,3,Electronic City,Jun 2027,Clear,ORR Access
DNR Towers 713,2.1,2,Indiranagar,Dec 2026,Clear,Metro 2km
Puravankara Greens 714,5.4,5,Bellandur,Dec 2026,Clear,Metro 3km
Brigade Courtyard 715,4.8,5,Indiranagar,Ready,Clear,Metro 1km
Concorde Towers 716,2.1,2,Indiranagar,Ready,Clear,Metro 3km
Puravankara Woods 717,3.3,2,Electronic City,Mar 2027,Clear,Metro 2km
Adarsh Villas 718,5.3,4,Indiranagar,Jun 2027,Pending,Highway Access
Godrej Towers 719,5.5,4,Whitefield,Dec 2026,Clear,Metro 2km
Concorde Greens 720,2.8,2,Electronic City,Jun 2027,Pending,Metro 1km
Brigade Greens 721,1.7,3,Yelahanka,Mar 2027,Clear,Metro 3km
DNR Woods 722,2.9,3,Kadubeesanahalli,Mar 2027,Clear,Bus Stop 500m
Sobha Villas 723,3.2,4,Sarjapur Road,Jun 2027,Clear,Metro 2km
Prestige Towers 724,5.0,2,Koramangala,Ready,Clear,Metro 3km
Sobha Greens 725,2.8,3,HSR Layout,Ready,Clear,Highway Access
Shobha Courtyard 726,4.7,5,HSR Layout,Sep 2026,Disputed,Metro 2km
Sobha Lake 727,2.1,2,Yelahanka,Ready,Clear,Metro 1km
Concorde City 728,6.2,5,Indiranagar,Ready,Clear,ORR Access
Puravankara Courtyard 729,5.0,4,Whitefield,Dec 2026,Clear,Metro 1km
Puravankara Heights 730,2.5,2,Indiranagar,Ready,Clear,Metro 1km
Adarsh Park 731,3.4,2,HSR Layout,Dec 2026,Clear,Bus Stop 500m
Prestige Woods 732,4.9,4,Marathahalli,Ready,Clear,Bus Stop 500m
Concorde Woods 733,3.9,2,Kadubeesanahalli,Dec 2026,Clear,ORR Access
Godrej Lake 734,1.7,3,Yelahanka,Mar 2027,Clear,Bus Stop 500m
Shobha Heights 735,3.1,4,Sarjapur Road,Sep 2026,Clear,Bus Stop 500m
Puravankara Heights 736,4.6,4,Electronic City,Jun 2027,Clear,Highway Access
Shobha Heights 737,2.0,2,Sarjapur Road,Ready,Clear,ORR Access
Prestige Enclave 738,4.1,5,Kadubeesanahalli,Sep 2026,Clear,ORR Access
Adarsh Towers 739,4.7,4,Koramangala,Sep 2026,Clear,Metro 1km
Puravankara Enclave 740,2.4,3,Marathahalli,Jun 2027,Clear,Metro 2km
DNR Lake 741,3.9,3,Marathahalli,Mar 2027,Clear,Bus Stop 500m
Adarsh Heights 742,4.1,4,Indiranagar,Mar 2027,Clear,Metro 2km
DNR Heights 743,3.3,2,Yelahanka,Sep 2026,Clear,Metro 1km
Adarsh Enclave 744,1.9,3,Marathahalli,Jun 2027,Clear,Metro 3km
Sobha Lake 745,4.3,5,Indiranagar,Sep 2026,Clear,Bus Stop 500m
Concorde Towers 746,4.2,5,Bellandur,Jun 2027,Clear,Bus Stop 500m
Godrej Lake 747,2.0,3,Indiranagar,Jun 2027,Clear,Metro 3km
Salarpuria Courtyard 748,4.1,5,Marathahalli,Ready,Clear,Bus Stop 500m
Prestige Lake 749,3.8,2,HSR Layout,Sep 2026,Clear,Metro 3km
Prestige City 750,2.6,2,Kadubeesanahalli,Sep 2026,Clear,Metro 1km
Brigade Park 751,3.1,3,Electronic City,Jun 2027,Clear,Metro 2km
DNR City 752,5.9,5,Indiranagar,Dec 2026,Clear,Metro 2km
DNR Villas 753,5.8,5,Kadubeesanahalli,Sep 2026,Clear,Metro 3km
Shobha Greens 754,4.7,4,Koramangala,Mar 2027,Clear,Metro 2km
DNR Towers 755,4.5,3,Indiranagar,Mar 2027,Clear,Metro 2km
Sobha Lake 756,3.9,5,Koramangala,Ready,Clear,Metro 2km
DNR City 757,4.2,4,Marathahalli,Mar 2027,Clear,Metro 3km
Brigade Park 758,6.9,4,Marathahalli,Ready,Clear,ORR Access
Concorde City 759,4.3,5,Yelahanka,Ready,Clear,Highway Access
Prestige Towers 760,2.7,4,Sarjapur Road,Mar 2027,Clear,Metro 2km
Puravankara City 761,3.8,3,Marathahalli,Dec 2026,Clear,ORR Access
Puravankara Courtyard 762,2.9,2,Sarjapur Road,Jun 2027,Clear,ORR Access
Shobha Lake 763,3.1,3,Koramangala,Jun 2027,Clear,ORR Access
Shobha Villas 764,1.1,2,Electronic City,Ready,Clear,Highway Access
Prestige Courtyard 765,6.0,4,Koramangala,Dec 2026,Clear,Metro 3km
Brigade Courtyard 766,1.3,2,Yelahanka,Dec 2026,Clear,Highway Access
Puravankara Heights 767,3.0,3,Electronic City,Dec 2026,Clear,Metro 3km
Prestige Heights 768,2.1,2,Marathahalli,Jun 2027,Clear,Highway Access
Godrej Greens 769,3.5,2,Indiranagar,Sep 2026,Pending,Highway Access
Shobha Woods 770,4.5,2,Bellandur,Ready,Clear,Metro 1km
Shobha Greens 771,4.2,2,Marathahalli,Ready,Clear,Metro 3km
Godrej Park 772,3.4,3,Sarjapur Road,Jun 2027,Clear,Metro 2km
Godrej Towers 773,4.0,5,Koramangala,Sep 2026,Clear,Metro 1km
Sobha Lake 774,2.7,5,Electronic City,Jun 2027,Clear,Highway Access
DNR Greens 775,3.3,5,Yelahanka,Dec 2026,Clear,Metro 2km
Puravankara Enclave 776,4.7,3,Indiranagar,Sep 2026,Clear,Highway Access
DNR Villas 777,2.5,2,Koramangala,Mar 2027,Pending,Metro 1km
Shobha Heights 778,3.7,2,Bellandur,Ready,Clear,Metro 2km
Godrej Greens 779,2.0,2,Bellandur,Ready,Clear,Metro 3km
Adarsh Enclave 780,3.8,4,Sarjapur Road,Mar 2027,Clear,ORR Access
Prestige Enclave 781,1.8,2,Koramangala,Dec 2026,Clear,Bus Stop 500m
Concorde Woods 782,1.6,3,Koramangala,Sep 2026,Clear,Bus Stop 500m
Concorde Courtyard 783,5.0,3,Bellandur,Ready,Clear,Metro 3km
DNR Courtyard 784,1.9,2,Bellandur,Jun 2027,Clear,Metro 1km
Godrej Heights 785,5.1,5,Whitefield,Jun 2027,Clear,Metro 2km
Shobha Woods 786,5.9,5,Bellandur,Jun 2027,Clear,Highway Access
Adarsh Greens 787,4.5,4,Whitefield,Dec 2026,Clear,ORR Access
Sobha City 788,2.8,3,Electronic City,Mar 2027,Clear,Metro 3km
Puravankara Towers 789,5.3,5,Whitefield,Dec 2026,Clear,Metro 3km
Salarpuria Park 790,4.9,5,Whitefield,Jun 2027,Clear,Bus Stop 500m
Salarpuria Heights 791,3.0,4,Indiranagar,Mar 2027,Clear,Highway Access
Brigade Towers 792,1.7,2,Electronic City,Sep 2026,Clear,ORR Access
Prestige Towers 793,3.5,2,HSR Layout,Mar 2027,Clear,Bus Stop 500m
Concorde Villas 794,2.7,5,Sarjapur Road,Dec 2026,Clear,Highway Access
Concorde Courtyard 795,6.2,4,Whitefield,Ready,Clear,Highway Access
Shobha Heights 796,3.3,4,Electronic City,Ready,Clear,ORR Access
Godrej Woods 797,4.2,4,Marathahalli,Ready,Clear,Metro 2km
Brigade Lake 798,1.6,2,Whitefield,Ready,Clear,Bus Stop 500m
Brigade Woods 799,2.7,2,HSR Layout,Ready,Clear,Metro 3km
Brigade Heights 800,4.3,4,Bellandur,Jun 2027,Disputed,Metro 3km
DNR Lake 801,3.3,5,Whitefield,Sep 2026,Clear,Metro 1km
DNR Lake 802,3.4,5,Indiranagar,Sep 2026,Clear,ORR Access
Prestige Enclave 803,3.9,3,Bellandur,Dec 2026,Clear,ORR Access
Adarsh City 804,6.0,4,Kadubeesanahalli,Sep 2026,Clear,Metro 3km
Prestige Woods 805,6.5,4,Marathahalli,Dec 2026,Clear,Metro 2km
Adarsh Lake 806,1.7,2,Electronic City,Sep 2026,Clear,Highway Access
Puravankara Courtyard 807,4.3,4,Koramangala,Mar 2027,Clear,Highway Access
Prestige Courtyard 808,3.7,2,Bellandur,Ready,Pending,Metro 3km
Concorde Enclave 809,2.5,2,Sarjapur Road,Mar 2027,Clear,Metro 3km
Adarsh Enclave 810,6.0,4,Bellandur,Ready,Clear,ORR Access
Godrej Woods 811,2.6,3,HSR Layout,Mar 2027,Clear,Highway Access
Brigade City 812,1.8,3,Bellandur,Sep 2026,Clear,ORR Access
Sobha Park 813,2.6,3,Koramangala,Jun 2027,Clear,Metro 3km
Puravankara Heights 814,2.5,4,Yelahanka,Ready,Clear,Metro 3km
Adarsh Courtyard 815,1.4,2,Sarjapur Road,Dec 2026,Clear,Bus Stop 500m
Godrej Woods 816,5.3,4,HSR Layout,Ready,Clear,Metro 2km
Salarpuria Courtyard 817,1.7,2,Sarjapur Road,Mar 2027,Clear,ORR Access
Sobha Towers 818,3.8,4,Whitefield,Jun 2027,Clear,Highway Access
Adarsh Woods 819,1.8,2,Koramangala,Ready,Clear,ORR Access
Brigade City 820,3.8,2,Indiranagar,Sep 2026,Clear,Highway Access
Brigade Towers 821,6.6,4,Koramangala,Sep 2026,Clear,Highway Access
Salarpuria Greens 822,3.7,3,Indiranagar,Mar 2027,Clear,Metro 1km
Brigade Enclave 823,3.6,4,Koramangala,Jun 2027,Clear,Highway Access
Godrej Park 824,2.3,3,Koramangala,Mar 2027,Clear,Bus Stop 500m
Salarpuria Woods 825,4.4,3,Kadubeesanahalli,Mar 2027,Clear,Highway Access
Adarsh Towers 826,3.8,2,Koramangala,Dec 2026,Clear,ORR Access
Concorde Greens 827,5.1,4,Bellandur,Jun 2027,Clear,Bus Stop 500m
Prestige Villas 828,1.8,2,Whitefield,Mar 2027,Disputed,Metro 1km
Concorde Heights 829,3.0,2,Marathahalli,Mar 2027,Clear,Bus Stop 500m
DNR Greens 830,3.0,2,Electronic City,Sep 2026,Clear,Metro 1km
Brigade Greens 831,5.8,5,Kadubeesanahalli,Sep 2026,Clear,Metro 3km
Puravankara Lake 832,1.3,3,Sarjapur Road,Jun 2027,Clear,Bus Stop 500m
Godrej Enclave 833,4.4,4,Sarjapur Road,Dec 2026,Clear,Highway Access
Godrej Enclave 834,6.1,4,Koramangala,Sep 2026,Clear,Metro 3km
Brigade Villas 835,3.4,3,Bellandur,Jun 2027,Clear,Metro 2km
Concorde Heights 836,1.9,3,Electronic City,Sep 2026,Clear,ORR Access
Adarsh Courtyard 837,2.3,3,Indiranagar,Jun 2027,Clear,Metro 2km
Prestige Park 838,4.4,5,Electronic City,Dec 2026,Clear,Metro 2km
Shobha Park 839,3.2,3,Electronic City,Sep 2026,Clear,Metro 1km
Brigade Towers 840,1.7,2,Electronic City,Dec 2026,Clear,ORR Access
Sobha Villas 841,4.2,4,Marathahalli,Dec 2026,Clear,ORR Access
Puravankara Villas 842,4.3,3,Koramangala,Mar 2027,Clear,Bus Stop 500m
Adarsh Heights 843,6.8,4,Kadubeesanahalli,Ready,Clear,Highway Access
Sobha Lake 844,6.1,5,Whitefield,Sep 2026,Clear,Highway Access
DNR Enclave 845,6.6,5,Bellandur,Jun 2027,Clear,Metro 1km
Puravankara City 846,3.5,2,Electronic City,Jun 2027,Clear,Metro 3km
Sobha Woods 847,6.6,4,HSR Layout,Jun 2027,Clear,Metro 1km
Concorde Heights 848,1.9,3,Electronic City,Sep 2026,Clear,Metro 1km
Brigade Woods 849,3.4,4,Koramangala,Jun 2027,Clear,Metro 3km
Brigade Courtyard 850,1.9,2,Sarjapur Road,Mar 2027,Clear,Bus Stop 500m
Adarsh City 851,3.9,3,Indiranagar,Sep 2026,Clear,ORR Access
Adarsh Park 852,3.0,3,Koramangala,Jun 2027,Disputed,Bus Stop 500m
DNR City 853,5.8,5,Whitefield,Ready,Clear,ORR Access
Puravankara City 854,4.8,5,Electronic City,Jun 2027,Clear,Highway Access
Brigade Greens 855,3.8,4,Indiranagar,Jun 2027,Clear,Metro 3km
Prestige Villas 856,4.1,5,Marathahalli,Dec 2026,Clear,Highway Access
Prestige Park 857,2.8,3,Kadubeesanahalli,Dec 2026,Clear,Bus Stop 500m
Godrej Greens 858,3.3,5,Whitefield,Jun 2027,Clear,Highway Access
Adarsh Courtyard 859,3.7,3,Indiranagar,Jun 2027,Clear,Metro 2km
Adarsh Enclave 860,3.3,4,Sarjapur Road,Ready,Clear,Metro 3km
Shobha Villas 861,2.3,2,Sarjapur Road,Jun 2027,Clear,ORR Access
Godrej Heights 862,2.6,3,HSR Layout,Dec 2026,Clear,Highway Access
Puravankara Courtyard 863,3.0,5,Bellandur,Dec 2026,Clear,ORR Access
Adarsh Greens 864,6.4,5,Indiranagar,Sep 2026,Clear,Metro 1km
DNR Heights 865,3.3,3,Indiranagar,Ready,Clear,Metro 3km
Brigade City 866,2.2,2,Sarjapur Road,Dec 2026,Clear,Metro 1km
Salarpuria Enclave 867,3.9,4,Yelahanka,Ready,Pending,Metro 1km
Puravankara Towers 868,5.2,5,Bellandur,Sep 2026,Clear,Bus Stop 500m
Brigade Towers 869,3.2,4,Whitefield,Ready,Clear,Metro 3km
Shobha Greens 870,2.1,2,Bellandur,Jun 2027,Clear,Metro 2km
Adarsh Villas 871,6.8,4,Koramangala,Dec 2026,Clear,Metro 3km
Brigade Towers 872,5.7,4,Kadubeesanahalli,Ready,Clear,Metro 3km
Prestige Towers 873,1.1,3,Yelahanka,Dec 2026,Clear,ORR Access
Concorde Woods 874,4.2,3,Kadubeesanahalli,Mar 2027,Clear,ORR Access
Prestige Villas 875,3.8,4,Bellandur,Jun 2027,Clear,Bus Stop 500m
Salarpuria Villas 876,2.1,2,Koramangala,Jun 2027,Clear,ORR Access
Sobha Courtyard 877,2.7,4,Yelahanka,Jun 2027,Clear,Metro 1km
Shobha Lake 878,2.0,2,Electronic City,Jun 2027,Clear,Bus Stop 500m
Shobha Towers 879,3.3,5,Electronic City,Ready,Clear,Metro 1km
Adarsh Greens 880,6.8,5,Marathahalli,Mar 2027,Clear,Metro 2km
Shobha Greens 881,6.1,5,Bellandur,Ready,Clear,Highway Access
Puravankara Lake 882,4.1,3,HSR Layout,Jun 2027,Clear,Highway Access
Sobha Heights 883,6.8,5,Marathahalli,Dec 2026,Clear,Metro 3km
Godrej Villas 884,2.3,4,Sarjapur Road,Jun 2027,Clear,ORR Access
Puravankara Greens 885,4.6,3,Indiranagar,Sep 2026,Clear,ORR Access
Brigade Woods 886,4.4,3,Kadubeesanahalli,Sep 2026,Clear,Metro 2km
Shobha Greens 887,1.3,2,Electronic City,Jun 2027,Clear,Metro 1km
Adarsh Enclave 888,5.0,5,Electronic City,Ready,Clear,Metro 1km
DNR Heights 889,5.7,5,Bellandur,Jun 2027,Clear,Highway Access
DNR Courtyard 890,3.5,3,Koramangala,Sep 2026,Clear,ORR Access
Sobha Towers 891,3.0,4,Sarjapur Road,Mar 2027,Clear,Metro 3km
Adarsh City 892,3.3,5,Electronic City,Ready,Clear,Metro 2km
Puravankara City 893,3.2,2,Electronic City,Mar 2027,Clear,ORR Access
Salarpuria Villas 894,2.0,3,Marathahalli,Dec 2026,Clear,Bus Stop 500m
Concorde Courtyard 895,1.8,2,Whitefield,Mar 2027,Clear,ORR Access
Shobha Woods 896,1.9,2,Sarjapur Road,Ready,Clear,ORR Access
Prestige Towers 897,3.1,4,Kadubeesanahalli,Ready,Clear,Bus Stop 500m
Brigade Heights 898,4.8,3,Bellandur,Sep 2026,Clear,ORR Access
Salarpuria Park 899,2.5,5,Yelahanka,Mar 2027,Clear,Bus Stop 500m
Salarpuria Towers 900,5.9,5,Koramangala,Dec 2026,Clear,Highway Access
DNR Lake 901,6.4,4,Kadubeesanahalli,Dec 2026,Clear,ORR Access
Puravankara Lake 902,2.4,5,Electronic City,Ready,Clear,Metro 3km
Brigade Courtyard 903,3.0,3,Electronic City,Ready,Clear,Metro 1km
Shobha Woods 904,2.4,2,Marathahalli,Mar 2027,Clear,Bus Stop 500m
Sobha Courtyard 905,4.3,5,Yelahanka,Jun 2027,Clear,Metro 1km
Concorde Courtyard 906,2.1,2,Yelahanka,Sep 2026,Clear,Highway Access
Shobha City 907,1.6,3,Sarjapur Road,Dec 2026,Clear,Highway Access
Brigade Park 908,5.2,4,HSR Layout,Sep 2026,Clear,Highway Access
Prestige Lake 909,4.0,3,Whitefield,Dec 2026,Clear,Metro 1km
Adarsh City 910,2.6,3,Bellandur,Mar 2027,Clear,Metro 3km
Shobha Woods 911,3.1,2,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Concorde Heights 912,2.7,2,Kadubeesanahalli,Ready,Clear,Highway Access
Godrej Heights 913,5.1,4,Kadubeesanahalli,Sep 2026,Clear,Metro 2km
Sobha Courtyard 914,3.3,2,Bellandur,Sep 2026,Clear,Metro 3km
Brigade Courtyard 915,3.7,5,Sarjapur Road,Mar 2027,Clear,Metro 3km
Salarpuria Heights 916,4.8,4,Indiranagar,Sep 2026,Clear,Bus Stop 500m
Adarsh City 917,2.4,3,Marathahalli,Mar 2027,Clear,Metro 3km
Brigade Towers 918,1.9,3,Whitefield,Jun 2027,Clear,Metro 3km
Sobha Enclave 919,3.5,5,Marathahalli,Jun 2027,Clear,Highway Access
Brigade Villas 920,4.1,3,HSR Layout,Dec 2026,Clear,Metro 3km
Godrej Greens 921,4.6,5,Electronic City,Mar 2027,Clear,Metro 3km
Concorde Enclave 922,2.6,3,Kadubeesanahalli,Jun 2027,Clear,ORR Access
Godrej Villas 923,6.5,5,Kadubeesanahalli,Mar 2027,Clear,Highway Access
Puravankara Courtyard 924,5.9,5,Kadubeesanahalli,Sep 2026,Clear,Highway Access
Godrej Enclave 925,4.3,3,HSR Layout,Jun 2027,Clear,Metro 2km
Prestige Enclave 926,3.9,3,HSR Layout,Mar 2027,Clear,Bus Stop 500m
Puravankara City 927,6.8,4,Koramangala,Jun 2027,Clear,Metro 3km
Shobha Park 928,3.0,3,HSR Layout,Dec 2026,Clear,Metro 2km
Brigade Park 929,2.9,3,Yelahanka,Sep 2026,Clear,Metro 1km
Sobha Towers 930,1.5,3,Indiranagar,Mar 2027,Pending,ORR Access
Sobha Towers 931,5.0,3,Indiranagar,Sep 2026,Clear,Metro 3km
Brigade Towers 932,6.2,5,Koramangala,Ready,Clear,Metro 1km
Godrej Villas 933,3.3,3,Electronic City,Ready,Clear,Bus Stop 500m
Sobha Greens 934,2.6,3,Bellandur,Dec 2026,Clear,Metro 1km
Godrej Villas 935,3.2,5,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
Adarsh Heights 936,5.9,5,Indiranagar,Mar 2027,Clear,ORR Access
Adarsh Lake 937,1.1,3,Electronic City,Dec 2026,Clear,Highway Access
Prestige Towers 938,1.7,3,Indiranagar,Sep 2026,Clear,Highway Access
Sobha Greens 939,4.6,4,Koramangala,Dec 2026,Clear,Metro 1km
Puravankara Greens 940,4.0,3,Bellandur,Sep 2026,Clear,Metro 2km
Puravankara City 941,5.8,5,Whitefield,Jun 2027,Clear,Metro 1km
Godrej Park 942,2.5,3,Marathahalli,Sep 2026,Clear,Metro 1km
Shobha City 943,3.4,4,Electronic City,Ready,Clear,Metro 2km
Concorde Towers 944,3.7,4,Marathahalli,Ready,Clear,Metro 3km
Sobha Park 945,5.8,4,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Adarsh Greens 946,3.3,5,Sarjapur Road,Sep 2026,Clear,Metro 2km
Sobha Courtyard 947,3.7,2,Indiranagar,Dec 2026,Clear,Metro 1km
Shobha Woods 948,3.4,2,Sarjapur Road,Jun 2027,Clear,Highway Access
Salarpuria Enclave 949,4.1,3,Kadubeesanahalli,Ready,Clear,Highway Access
Concorde Lake 950,2.8,2,Indiranagar,Jun 2027,Clear,Metro 2km
Salarpuria Greens 951,2.2,5,Sarjapur Road,Dec 2026,Clear,Highway Access
Puravankara Courtyard 952,6.2,4,Indiranagar,Ready,Clear,Metro 1km
Salarpuria Lake 953,6.1,4,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Salarpuria Lake 954,1.8,3,Whitefield,Mar 2027,Clear,Highway Access
Salarpuria Heights 955,2.1,3,Electronic City,Mar 2027,Clear,Metro 2km
Salarpuria Woods 956,3.2,4,Kadubeesanahalli,Mar 2027,Clear,Highway Access
DNR Lake 957,3.2,4,Electronic City,Ready,Clear,ORR Access
Godrej Lake 958,4.8,2,HSR Layout,Mar 2027,Pending,Highway Access
Brigade Lake 959,4.3,4,Sarjapur Road,Jun 2027,Pending,Highway Access
Adarsh Enclave 960,4.2,4,Indiranagar,Mar 2027,Clear,Bus Stop 500m
Godrej City 961,4.9,3,HSR Layout,Mar 2027,Clear,Metro 3km
Godrej Heights 962,1.0,3,Electronic City,Ready,Clear,ORR Access
Adarsh Towers 963,3.3,2,Bellandur,Sep 2026,Clear,Highway Access
Puravankara Towers 964,1.6,2,Kadubeesanahalli,Jun 2027,Clear,Highway Access
Concorde Park 965,5.7,4,Koramangala,Jun 2027,Disputed,Metro 3km
Concorde Park 966,4.0,5,Koramangala,Jun 2027,Clear,Bus Stop 500m
Salarpuria Courtyard 967,3.7,2,Marathahalli,Dec 2026,Clear,Bus Stop 500m
Concorde Woods 968,3.1,3,Yelahanka,Jun 2027,Clear,ORR Access
Brigade Heights 969,1.9,2,Marathahalli,Dec 2026,Clear,Bus Stop 500m
Brigade Greens 970,3.0,2,Whitefield,Sep 2026,Clear,ORR Access
Concorde Villas 971,2.5,4,Electronic City,Ready,Clear,Metro 2km
Sobha Towers 972,5.8,4,Marathahalli,Dec 2026,Clear,Highway Access
Godrej Villas 973,2.7,3,Koramangala,Jun 2027,Clear,Metro 1km
Godrej Greens 974,2.5,4,Sarjapur Road,Mar 2027,Clear,Highway Access
Brigade Towers 975,3.8,4,Bellandur,Sep 2026,Clear,Metro 1km
Godrej Villas 976,4.8,3,HSR Layout,Dec 2026,Clear,Metro 1km
Salarpuria Woods 977,6.1,4,Koramangala,Jun 2027,Clear,Metro 2km
Prestige Heights 978,4.1,5,Electronic City,Mar 2027,Clear,Metro 2km
Puravankara Park 979,3.4,4,Marathahalli,Jun 2027,Clear,Metro 1km
Puravankara Villas 980,4.0,3,Bellandur,Sep 2026,Clear,Metro 2km
Puravankara Courtyard 981,2.2,4,Sarjapur Road,Jun 2027,Clear,Metro 3km
Shobha Towers 982,6.3,4,Whitefield,Jun 2027,Clear,Bus Stop 500m
Sobha Greens 983,4.4,5,Electronic City,Dec 2026,Clear,Highway Access
Shobha City 984,6.8,5,Whitefield,Mar 2027,Clear,ORR Access
Sobha Park 985,1.9,3,Indiranagar,Ready,Clear,Metro 3km
DNR Park 986,3.3,2,Whitefield,Mar 2027,Clear,Metro 1km
Godrej Greens 987,3.8,3,Kadubeesanahalli,Ready,Clear,ORR Access
Puravankara Heights 988,3.9,3,Marathahalli,Dec 2026,Clear,ORR Access
Sobha Lake 989,5.2,4,Bellandur,Dec 2026,Clear,Metro 1km
Concorde Greens 990,1.9,2,Indiranagar,Ready,Clear,Metro 2km
Godrej City 991,2.7,4,Electronic City,Ready,Clear,Metro 3km
Salarpuria Greens 992,2.3,2,Electronic City,Dec 2026,Clear,Metro 2km
Brigade Courtyard 993,1.9,3,Electronic City,Sep 2026,Clear,ORR Access
Adarsh Greens 994,4.9,5,Marathahalli,Ready,Clear,Highway Access
Adarsh City 995,3.0,3,Bellandur,Ready,Pending,Bus Stop 500m
DNR Villas 996,4.9,5,Electronic City,Dec 2026,Clear,Metro 2km
Salarpuria City 997,5.2,5,HSR Layout,Ready,Clear,Bus Stop 500m
Salarpuria Park 998,4.3,2,Whitefield,Ready,Clear,ORR Access
Brigade Heights 999,6.4,5,Kadubeesanahalli,Jun 2027,Clear,Bus Stop 500m
Concorde Towers 1000,2.1,5,Yelahanka,Jun 2027,Clear,ORR Access
Puravankara City 1001,4.8,2,Marathahalli,Dec 2026,Clear,Bus Stop 500m
Concorde Greens 1002,1.2,2,Yelahanka,Mar 2027,Clear,Metro 3km
Salarpuria Woods 1003,5.7,4,Bellandur,Ready,Clear,Metro 2km
Puravankara Heights 1004,4.5,4,Kadubeesanahalli,Dec 2026,Clear,Metro 3km
Sobha Park 1005,1.9,3,HSR Layout,Dec 2026,Clear,Metro 1km
Salarpuria Park 1006,3.6,5,Indiranagar,Ready,Clear,Metro 1km
Brigade City 1007,2.7,3,Sarjapur Road,Dec 2026,Clear,Highway Access
Godrej Woods 1008,5.3,4,Koramangala,Dec 2026,Clear,ORR Access
Sobha Lake 1009,2.9,3,Indiranagar,Mar 2027,Clear,Highway Access
Shobha Heights 1010,3.4,4,HSR Layout,Ready,Clear,Metro 3km
Concorde Courtyard 1011,2.1,4,Sarjapur Road,Sep 2026,Clear,Metro 3km
Adarsh Greens 1012,4.2,5,Yelahanka,Mar 2027,Clear,Metro 3km
Salarpuria Heights 1013,4.7,5,Whitefield,Dec 2026,Clear,Highway Access
Prestige Courtyard 1014,1.9,3,Electronic City,Mar 2027,Clear,ORR Access
DNR Heights 1015,2.9,3,HSR Layout,Dec 2026,Clear,Metro 1km
Salarpuria Lake 1016,5.9,5,Whitefield,Mar 2027,Clear,Bus Stop 500m
Prestige Towers 1017,4.1,4,Yelahanka,Sep 2026,Clear,Metro 3km
Brigade Woods 1018,3.1,5,Koramangala,Jun 2027,Clear,Metro 1km
DNR Greens 1019,4.3,3,Kadubeesanahalli,Jun 2027,Clear,Bus Stop 500m
